Cycle	Time	Value
   224	   11160	0.0
   225	   11210	0.0
   226	   11259	0.0
   227	   11310	0.0
   228	   11359	0.0
   229	   11409	0.0
   230	   11459	0.0
   231	   11512	0.0
   232	   11559	0.0
   233	   11610	0.0
   234	   11660	0.0
   235	   11709	0.0
   236	   11761	0.0
   237	   11810	0.0
   238	   11865	0.0
   239	   11909	0.0
   240	   11959	0.0
   241	   12010	0.0
   242	   12059	0.0
   243	   12110	0.0
   244	   12159	0.0
   245	   12210	0.0
   246	   12261	0.0
   247	   12310	0.0
   248	   12359	0.0
   249	   12410	0.0
   250	   12460	0.0
   251	   12512	0.0
   252	   12559	0.0
   253	   12610	0.0
   254	   12660	0.0
   255	   12710	0.0
   256	   12760	0.0
   257	   12809	0.0
   258	   12860	0.0
   259	   12909	0.0
   260	   12960	0.0
   261	   13009	0.0
   262	   13059	0.0
   263	   13110	0.0
   264	   13160	0.0
   265	   13210	0.0
   266	   13259	0.0
   267	   13309	1.0
   268	   13360	0.0
   269	   13409	0.0
   270	   13463	0.0
   271	   13509	0.0
   272	   13559	0.0
   273	   13610	0.0
   274	   13660	0.0
   275	   13709	0.0
   276	   13759	0.0
   277	   13809	0.0
   278	   13860	0.0
   279	   13910	0.0
   280	   13959	0.0
   281	   14009	0.0
   282	   14060	0.0
   283	   14110	0.0
   284	   14159	0.0
   285	   14211	0.0
   286	   14259	0.0
   287	   14309	0.0
   288	   14360	0.0
   289	   14410	0.0
   290	   14461	0.0
   291	   14510	0.0
   292	   14560	0.0
   293	   14610	0.0
   294	   14660	0.0
   295	   14710	0.0
   296	   14760	0.0
   297	   14809	0.0
   298	   14860	0.0
   299	   14909	0.0
   300	   14960	0.0
   301	   15009	0.0
   302	   15060	0.0
   303	   15110	0.0
   304	   15160	0.0
   305	   15211	0.0
   306	   15261	0.0
   307	   15309	1.0
   308	   15360	0.0
   309	   15410	0.0
   310	   15459	0.0
   311	   15510	0.0
   312	   15559	0.0
   313	   15610	0.0
   314	   15660	0.0
   315	   15710	0.0
   316	   15760	0.0
   317	   15810	0.0
   318	   15866	0.0
   319	   15910	0.0
   320	   15960	0.0
   321	   16010	0.0
   322	   16060	0.0
   323	   16110	0.0
   324	   16160	0.0
   325	   16210	0.0
   326	   16260	0.0
   327	   16310	0.0
   328	   16360	0.0
   329	   16410	0.0
   330	   16460	0.0
   331	   16510	0.0
   332	   16559	0.0
   333	   16610	0.0
   334	   16660	0.0
   335	   16710	0.0
   336	   16761	0.0
   337	   16809	0.0
   338	   16860	0.0
   339	   16910	0.0
   340	   16960	0.0
   341	   17011	0.0
   342	   17060	0.0
   343	   17110	0.0
   344	   17160	0.0
   345	   17210	0.0
   346	   17261	0.0
   347	   17310	0.0
   348	   17360	0.0
   349	   17410	0.0
   350	   17465	0.0
   351	   17510	0.0
   352	   17560	0.0
   353	   17610	0.0
   354	   17660	0.0
   355	   17710	0.0
   356	   17759	0.0
   357	   17811	0.0
   358	   17859	0.0
   359	   17909	0.0
   360	   17960	0.0
   361	   18010	0.0
   362	   18060	0.0
   363	   18109	0.0
   364	   18160	0.0
   365	   18209	0.0
   366	   18260	0.0
   367	   18310	0.0
   368	   18359	0.0
   369	   18410	0.0
   370	   18460	0.0
   371	   18511	0.0
   372	   18567	0.0
   373	   18612	0.0
   374	   18660	0.0
   375	   18710	0.0
   376	   18760	0.0
   377	   18809	0.0
   378	   18860	0.0
   379	   18910	0.0
   380	   18959	0.0
   381	   19010	0.0
   382	   19061	0.0
   383	   19109	0.0
   384	   19160	0.0
   385	   19210	0.0
   386	   19260	0.0
   387	   19310	0.0
   388	   19360	0.0
   389	   19410	0.0
   390	   19460	0.0
   391	   19510	0.0
   392	   19560	0.0
   393	   19610	0.0
   394	   19660	0.0
   395	   19710	0.0
   396	   19759	0.0
   397	   19810	0.0
   398	   19864	0.0
   399	   19909	0.0
   400	   19959	0.0
   401	   20010	0.0
   402	   20060	0.0
   403	   20110	0.0
   404	   20161	0.0
   405	   20210	0.0
   406	   20259	0.0
   407	   20310	1.0
   408	   20360	0.0
   409	   20410	0.0
   410	   20460	0.0
   411	   20510	0.0
   412	   20560	0.0
   413	   20610	0.0
   414	   20660	0.0
   415	   20710	0.0
   416	   20760	0.0
   417	   20812	0.0
   418	   20860	0.0
   419	   20910	0.0
   420	   20961	0.0
   421	   21010	0.0
   422	   21060	0.0
   423	   21109	0.0
   424	   21160	0.0
   425	   21210	0.0
   426	   21259	0.0
   427	   21311	0.0
   428	   21360	0.0
   429	   21410	0.0
   430	   21463	0.0
   431	   21509	0.0
   432	   21560	0.0
   433	   21610	0.0
   434	   21660	0.0
   435	   21710	0.0
   436	   21761	0.0
   437	   21810	0.0
   438	   21860	0.0
   439	   21910	0.0
   440	   21961	0.0
   441	   22010	0.0
   442	   22060	0.0
   443	   22110	0.0
   444	   22160	0.0
   445	   22215	0.0
   446	   22262	0.0
   447	   22311	0.0
   448	   22363	0.0
   449	   22412	0.0
   450	   22461	0.0
   451	   22512	0.0
   452	   22560	0.0
   453	   22611	0.0
   454	   22660	0.0
   455	   22710	0.0
   456	   22776	0.0
   457	   22813	0.0
   458	   22859	0.0
   459	   22910	1.0
   460	   22960	0.0
   461	   23009	0.0
   462	   23060	0.0
   463	   23110	0.0
   464	   23159	0.0
   465	   23210	0.0
   466	   23260	0.0
   467	   23309	0.0
   468	   23360	0.0
   469	   23410	0.0
   470	   23461	0.0
   471	   23509	0.0
   472	   23565	0.0
   473	   23611	0.0
   474	   23660	0.0
   475	   23709	0.0
   476	   23759	0.0
   477	   23809	0.0
   478	   23863	0.0
   479	   23910	0.0
   480	   23959	0.0
   481	   24010	0.0
   482	   24060	0.0
   483	   24110	0.0
   484	   24160	0.0
   485	   24210	0.0
   486	   24260	0.0
   487	   24310	0.0
   488	   24360	0.0
   489	   24410	0.0
   490	   24460	0.0
   491	   24510	0.0
   492	   24564	0.0
   493	   24610	0.0
   494	   24660	0.0
   495	   24709	0.0
   496	   24759	0.0
   497	   24809	0.0
   498	   24860	0.0
   499	   24909	0.0
   500	   24959	0.0
   501	   25010	0.0
   502	   25059	0.0
   503	   25110	0.0
   504	   25160	0.0
   505	   25211	0.0
   506	   25260	0.0
   507	   25310	0.0
   508	   25360	0.0
   509	   25410	0.0
   510	   25465	0.0
   511	   25510	0.0
   512	   25560	0.0
   513	   25610	0.0
   514	   25660	0.0
   515	   25798	0.0
   516	   25817	0.0
