Number	Time	Temperature
   509	   25441	62.1
   510	   25483	61.9
   511	   25531	61.8
   512	   25582	61.8
   513	   25632	61.7
   514	   25682	61.5
   515	   25732	61.3
   516	   25782	61.1
   517	   25835	61.0
   518	   25883	60.9
   519	   25933	60.6
   520	   25982	60.3
   521	   26033	60.1
   522	   26083	59.9
   523	   26133	59.8
   524	   26183	59.5
   525	   26232	59.4
   526	   26283	59.3
   527	   26333	59.0
   528	   26383	58.9
   529	   26433	58.7
   530	   26483	58.5
   531	   26532	58.3
   532	   26582	58.2
   533	   26632	57.9
   534	   26683	57.7
   535	   26732	57.5
   536	   26783	57.4
   537	   26832	57.3
   538	   26883	57.1
   539	   26933	56.9
   540	   26983	56.7
   541	   27040	56.7
   542	   27082	56.6
   543	   27133	56.3
   544	   27182	56.5
   545	   27233	56.5
   546	   27282	56.5
   547	   27332	56.5
   548	   27383	56.5
   549	   27432	56.6
   550	   27483	56.6
   551	   27533	56.7
   552	   27583	56.9
   553	   27632	57.0
   554	   27683	57.1
   555	   27733	57.3
   556	   27783	57.3
   557	   27833	57.5
   558	   27883	57.7
   559	   27932	57.7
   560	   27982	57.7
   561	   28034	57.7
   562	   28083	57.7
   563	   28133	57.7
   564	   28183	57.7
   565	   28233	57.7
   566	   28282	57.5
   567	   28332	57.4
   568	   28383	57.4
   569	   28432	57.3
   570	   28483	57.3
   571	   28534	57.1
   572	   28582	57.1
   573	   28633	57.1
   574	   28683	57.1
   575	   28733	57.1
   576	   28782	57.1
   577	   28833	57.1
   578	   28883	57.1
   579	   28933	57.3
   580	   28983	57.3
   581	   29033	57.4
   582	   29082	57.4
   583	   29132	57.5
   584	   29183	57.5
   585	   29232	57.7
   586	   29283	57.7
   587	   29333	57.8
   588	   29383	57.8
   589	   29446	57.8
   590	   29482	57.8
   591	   29531	57.9
   592	   29583	57.8
   593	   29633	57.7
   594	   29683	57.8
   595	   29733	57.7
   596	   29783	57.7
   597	   29832	57.5
   598	   29883	57.5
   599	   29932	57.5
   600	   29983	57.5
   601	   30034	57.4
   602	   30084	57.5
   603	   30133	57.4
   604	   30183	57.4
   605	   30233	57.5
   606	   30283	57.5
   607	   30332	57.5
   608	   30382	57.5
   609	   30433	57.7
   610	   30483	57.7
   611	   30533	57.7
   612	   30582	57.8
   613	   30633	57.8
   614	   30682	57.8
   615	   30733	57.9
   616	   30782	57.9
   617	   30832	57.9
   618	   30883	57.9
   619	   30933	57.8
   620	   30984	57.9
   621	   31038	57.8
   622	   31083	57.8
   623	   31133	57.8
   624	   31182	57.8
   625	   31233	57.9
   626	   31283	58.1
   627	   31333	58.3
   628	   31383	58.6
   629	   31433	59.1
   630	   31483	59.7
   631	   31533	60.3
   632	   31583	61.5
   633	   31633	62.3
   634	   31683	63.3
   635	   31732	63.9
   636	   31782	64.8
   637	   31834	65.4
   638	   31883	66.3
   639	   31933	67.1
   640	   31983	67.9
   641	   32033	68.9
   642	   32081	69.5
   643	   32132	70.3
   644	   32182	71.3
   645	   32233	72.8
   646	   32283	73.4
   647	   32332	74.2
   648	   32382	74.8
   649	   32432	75.5
   650	   32482	76.3
   651	   32532	77.0
   652	   32584	77.7
   653	   32633	78.4
   654	   32683	78.9
   655	   32733	79.6
   656	   32782	80.3
   657	   32832	81.6
   658	   32882	82.2
   659	   32932	82.9
   660	   32983	83.4
   661	   33033	83.9
   662	   33083	84.3
