Number	Time	Temperature
   155	    7731	50.2
   156	    7772	50.1
   157	    7821	50.1
   158	    7874	50.1
   159	    7921	50.0
   160	    7973	50.0
   161	    8025	50.0
   162	    8078	49.8
   163	    8123	49.8
   164	    8171	49.8
   165	    8225	49.8
   166	    8273	49.8
   167	    8321	49.8
   168	    8389	49.8
   169	    8421	50.0
   170	    8478	50.0
   171	    8522	50.0
   172	    8568	50.1
   173	    8621	50.1
   174	    8672	50.1
   175	    8721	50.2
   176	    8768	50.2
   177	    8820	50.2
   178	    8868	50.2
   179	    8918	50.2
   180	    8968	50.1
   181	    9019	50.1
   182	    9071	50.1
   183	    9118	50.0
   184	    9168	50.0
   185	    9222	49.8
   186	    9268	49.8
   187	    9318	49.7
   188	    9368	49.7
   189	    9418	49.7
   190	    9469	49.5
   191	    9517	49.8
   192	    9568	49.8
   193	    9618	50.0
   194	    9672	50.0
   195	    9718	50.1
   196	    9768	50.2
   197	    9819	50.2
   198	    9869	50.2
   199	    9918	50.2
   200	    9968	50.2
   201	   10019	50.2
   202	   10069	50.2
   203	   10119	50.2
   204	   10168	50.2
   205	   10219	50.2
   206	   10269	50.1
   207	   10318	50.1
   208	   10369	50.0
   209	   10418	50.0
   210	   10468	49.8
   211	   10518	49.8
   212	   10568	49.8
   213	   10618	49.8
   214	   10669	49.8
   215	   10719	49.7
   216	   10768	49.8
   217	   10818	49.8
   218	   10869	50.0
   219	   10919	50.0
   220	   10970	50.1
   221	   11020	50.1
   222	   11068	50.2
   223	   11119	50.2
   224	   11169	50.2
   225	   11218	50.2
   226	   11269	50.2
   227	   11318	50.2
   228	   11368	50.2
   229	   11419	50.1
   230	   11468	50.1
   231	   11522	50.1
   232	   11567	50.0
   233	   11629	49.8
   234	   11670	49.8
   235	   11718	49.8
   236	   11768	49.7
   237	   11818	49.7
   238	   11869	49.7
   239	   11918	49.7
   240	   11968	49.8
   241	   12019	49.8
   242	   12068	49.7
   243	   12119	50.0
   244	   12168	50.1
   245	   12218	50.2
   246	   12268	50.2
   247	   12318	50.2
   248	   12369	50.2
   249	   12419	50.2
   250	   12469	50.2
   251	   12518	50.2
   252	   12569	50.2
   253	   12618	50.2
   254	   12669	50.2
   255	   12718	50.1
   256	   12768	50.1
   257	   12818	50.1
   258	   12869	50.1
   259	   12919	50.0
   260	   12968	49.8
   261	   13019	49.8
   262	   13069	49.8
   263	   13119	49.8
   264	   13168	49.8
   265	   13223	49.8
   266	   13269	49.8
   267	   13318	49.8
   268	   13368	50.0
   269	   13418	50.0
   270	   13468	50.0
   271	   13518	50.1
   272	   13576	50.1
   273	   13623	50.2
   274	   13668	50.2
   275	   13718	50.1
   276	   13768	50.2
   277	   13819	50.2
   278	   13869	50.2
   279	   13919	50.1
   280	   13968	50.1
   281	   14020	50.1
   282	   14069	50.0
   283	   14118	50.0
   284	   14168	50.0
   285	   14217	49.8
   286	   14268	49.8
   287	   14318	49.8
   288	   14368	49.8
   289	   14418	49.8
   290	   14468	50.0
   291	   14518	50.0
   292	   14598	50.0
   293	   14640	50.1
   294	   14686	50.1
   295	   14732	50.1
   296	   14778	50.1
   297	   14824	50.1
   298	   14870	50.1
   299	   14918	50.1
   300	   14968	50.0
   301	   15021	50.0
   302	   15069	50.0
   303	   15118	49.8
   304	   15168	49.8
   305	   15218	49.7
   306	   15294	49.8
   307	   15336	49.8
   308	   15384	49.8
   309	   15426	50.0
   310	   15472	50.0
   311	   15521	50.0
   312	   15568	50.1
   313	   15633	50.1
   314	   15669	50.1
   315	   15718	50.2
   316	   15768	50.2
   317	   15818	50.4
   318	   15868	50.2
   319	   15918	50.4
   320	   15968	50.4
   321	   16018	50.2
   322	   16068	50.2
   323	   16118	50.2
   324	   16168	50.2
   325	   16219	50.1
   326	   16269	50.1
   327	   16318	50.0
   328	   16368	50.0
   329	   16419	50.0
   330	   16468	49.8
   331	   16518	49.8
   332	   16584	49.8
   333	   16630	49.7
   334	   16678	49.7
   335	   16722	49.8
   336	   16770	49.8
   337	   16819	49.8
   338	   16886	50.0
   339	   16918	50.0
   340	   16968	50.1
   341	   17018	50.1
   342	   17068	50.1
   343	   17118	50.2
   344	   17168	50.2
   345	   17222	50.2
   346	   17301	50.2
   347	   17318	50.4
   348	   17368	50.2
   349	   17419	50.2
   350	   17469	50.2
   351	   17521	50.1
   352	   17568	50.1
   353	   17618	50.1
   354	   17669	50.0
   355	   17718	50.0
   356	   17768	49.8
   357	   17818	49.8
   358	   17868	49.8
   359	   17918	49.8
   360	   17968	49.8
   361	   18018	49.8
