Cycle	Time	Value
   261	   13034	60.0
   262	   13083	66.0
   263	   13133	65.0
   264	   13183	67.0
   265	   13233	64.0
   266	   13283	66.0
   267	   13333	64.0
   268	   13383	68.0
   269	   13442	68.0
   270	   13483	65.0
   271	   13532	65.0
   272	   13581	64.0
   273	   13633	62.0
   274	   13683	67.0
   275	   13733	66.0
   276	   13782	67.0
   277	   13833	69.0
   278	   13883	64.0
   279	   13933	66.0
   280	   13984	63.0
   281	   14034	62.0
   282	   14082	61.0
   283	   14132	66.0
   284	   14183	67.0
   285	   14233	62.0
   286	   14283	65.0
   287	   14334	64.0
   288	   14383	64.0
   289	   14432	66.0
   290	   14483	64.0
   291	   14534	64.0
   292	   14582	63.0
   293	   14633	64.0
   294	   14682	61.0
   295	   14733	63.0
   296	   14783	65.0
   297	   14833	64.0
   298	   14883	61.0
   299	   14933	66.0
   300	   14982	65.0
   301	   15036	67.0
   302	   15083	70.0
   303	   15133	59.0
   304	   15183	67.0
   305	   15233	64.0
   306	   15283	63.0
   307	   15333	60.0
   308	   15383	67.0
   309	   15432	65.0
   310	   15483	61.0
   311	   15533	68.0
   312	   15582	69.0
   313	   15633	66.0
   314	   15682	64.0
   315	   15734	62.0
   316	   15783	63.0
   317	   15833	65.0
   318	   15883	67.0
   319	   15933	66.0
   320	   15985	66.0
   321	   16034	62.0
   322	   16083	66.0
   323	   16133	62.0
   324	   16183	67.0
   325	   16233	64.0
   326	   16283	67.0
   327	   16332	66.0
   328	   16383	63.0
   329	   16432	67.0
   330	   16484	66.0
   331	   16533	62.0
   332	   16583	61.0
   333	   16633	62.0
   334	   16683	68.0
   335	   16733	65.0
   336	   16784	63.0
   337	   16832	64.0
   338	   16882	65.0
   339	   16933	68.0
   340	   16983	63.0
   341	   17033	66.0
   342	   17083	65.0
   343	   17133	68.0
   344	   17183	63.0
   345	   17233	63.0
   346	   17282	64.0
   347	   17332	68.0
   348	   17382	61.0
   349	   17443	65.0
   350	   17485	65.0
   351	   17531	68.0
   352	   17583	62.0
   353	   17633	63.0
   354	   17682	67.0
   355	   17732	64.0
   356	   17783	66.0
   357	   17833	64.0
   358	   17882	64.0
   359	   17933	67.0
   360	   17982	62.0
   361	   18032	62.0
   362	   18082	65.0
   363	   18133	65.0
   364	   18182	63.0
   365	   18233	65.0
   366	   18284	62.0
   367	   18333	64.0
   368	   18383	64.0
   369	   18433	61.0
   370	   18483	68.0
   371	   18532	65.0
   372	   18583	64.0
   373	   18633	63.0
   374	   18682	67.0
   375	   18732	63.0
   376	   18783	64.0
   377	   18833	64.0
   378	   18882	70.0
   379	   18932	64.0
   380	   18983	66.0
   381	   19039	67.0
   382	   19083	64.0
   383	   19133	65.0
   384	   19182	65.0
   385	   19233	62.0
   386	   19284	62.0
   387	   19333	68.0
   388	   19382	67.0
   389	   19433	64.0
   390	   19483	65.0
   391	   19532	63.0
   392	   19583	65.0
   393	   19632	66.0
   394	   19683	63.0
   395	   19733	67.0
   396	   19785	69.0
   397	   19832	63.0
   398	   19882	64.0
   399	   19932	65.0
   400	   19983	65.0
   401	   20033	64.0
   402	   20084	64.0
   403	   20133	67.0
   404	   20183	63.0
   405	   20233	69.0
   406	   20283	62.0
   407	   20333	62.0
   408	   20382	65.0
   409	   20434	65.0
   410	   20483	63.0
   411	   20533	64.0
   412	   20584	66.0
   413	   20633	64.0
   414	   20683	62.0
   415	   20733	66.0
   416	   20782	65.0
   417	   20832	64.0
   418	   20882	63.0
   419	   20933	62.0
   420	   20983	64.0
   421	   21034	64.0
   422	   21083	61.0
   423	   21133	61.0
   424	   21183	65.0
   425	   21233	64.0
   426	   21283	65.0
   427	   21333	63.0
   428	   21382	67.0
   429	   21444	66.0
   430	   21483	66.0
   431	   21532	67.0
   432	   21582	62.0
   433	   21633	64.0
   434	   21682	65.0
   435	   21733	62.0
   436	   21783	65.0
   437	   21833	65.0
   438	   21882	68.0
   439	   21932	66.0
   440	   21982	68.0
   441	   22033	63.0
   442	   22083	64.0
   443	   22132	65.0
   444	   22183	62.0
   445	   22233	65.0
   446	   22282	66.0
   447	   22333	63.0
   448	   22382	68.0
   449	   22432	63.0
   450	   22483	65.0
   451	   22532	67.0
   452	   22583	64.0
   453	   22633	66.0
   454	   22683	63.0
   455	   22733	67.0
   456	   22784	63.0
   457	   22833	63.0
   458	   22882	63.0
   459	   22933	68.0
   460	   22983	62.0
   461	   23037	66.0
   462	   23082	63.0
   463	   23132	66.0
   464	   23183	64.0
   465	   23233	64.0
   466	   23283	68.0
   467	   23333	68.0
   468	   23383	68.0
   469	   23433	63.0
   470	   23483	65.0
   471	   23533	65.0
   472	   23583	64.0
   473	   23633	65.0
   474	   23682	68.0
   475	   23733	67.0
   476	   23782	68.0
   477	   23833	63.0
   478	   23883	65.0
   479	   23933	65.0
   480	   23983	67.0
   481	   24032	62.0
   482	   24084	63.0
   483	   24133	64.0
   484	   24183	67.0
   485	   24233	64.0
   486	   24282	64.0
   487	   24333	66.0
   488	   24382	65.0
   489	   24433	61.0
   490	   24483	67.0
   491	   24533	68.0
   492	   24583	64.0
   493	   24633	63.0
   494	   24682	65.0
   495	   24734	62.0
   496	   24781	62.0
   497	   24832	66.0
   498	   24882	62.0
   499	   24933	64.0
   500	   24981	65.0
   501	   25032	63.0
   502	   25082	62.0
   503	   25133	63.0
   504	   25183	62.0
   505	   25233	66.0
   506	   25283	62.0
   507	   25333	62.0
   508	   25383	64.0
   509	   25441	67.0
   510	   25483	63.0
   511	   25531	63.0
   512	   25582	66.0
   513	   25632	66.0
   514	   25682	61.0
   515	   25732	67.0
   516	   25782	64.0
   517	   25835	64.0
   518	   25883	67.0
   519	   25933	63.0
   520	   25982	66.0
   521	   26033	66.0
   522	   26083	63.0
   523	   26133	60.0
   524	   26183	63.0
   525	   26233	68.0
   526	   26283	64.0
   527	   26333	63.0
   528	   26383	65.0
   529	   26433	64.0
   530	   26483	65.0
   531	   26532	62.0
   532	   26582	63.0
   533	   26632	63.0
   534	   26683	62.0
   535	   26732	63.0
   536	   26783	64.0
   537	   26832	64.0
   538	   26883	65.0
   539	   26933	62.0
   540	   26983	67.0
   541	   27040	63.0
   542	   27082	67.0
   543	   27133	69.0
   544	   27182	61.0
   545	   27233	65.0
   546	   27282	64.0
   547	   27332	62.0
   548	   27383	67.0
   549	   27432	64.0
   550	   27483	67.0
   551	   27533	61.0
   552	   27583	61.0
   553	   27632	66.0
   554	   27683	64.0
   555	   27733	66.0
   556	   27783	63.0
   557	   27833	67.0
   558	   27883	65.0
   559	   27932	68.0
   560	   27982	65.0
   561	   28034	63.0
   562	   28083	63.0
   563	   28133	67.0
   564	   28183	61.0
   565	   28233	65.0
   566	   28282	64.0
   567	   28332	65.0
   568	   28383	63.0
   569	   28432	61.0
   570	   28483	64.0
   571	   28534	64.0
   572	   28582	60.0
   573	   28633	68.0
   574	   28683	64.0
   575	   28733	66.0
   576	   28782	67.0
   577	   28833	66.0
   578	   28883	67.0
   579	   28933	65.0
   580	   28983	64.0
   581	   29033	64.0
   582	   29082	68.0
   583	   29132	67.0
   584	   29183	63.0
   585	   29232	65.0
   586	   29283	64.0
   587	   29333	65.0
   588	   29383	65.0
   589	   29446	62.0
   590	   29482	68.0
   591	   29531	64.0
   592	   29583	66.0
   593	   29633	63.0
   594	   29683	63.0
   595	   29733	66.0
   596	   29783	66.0
   597	   29832	63.0
   598	   29883	69.0
   599	   29932	63.0
   600	   29983	68.0
   601	   30034	68.0
   602	   30084	62.0
   603	   30133	64.0
   604	   30183	62.0
   605	   30233	65.0
   606	   30283	63.0
   607	   30332	67.0
   608	   30382	63.0
   609	   30433	61.0
   610	   30483	64.0
   611	   30533	65.0
   612	   30582	64.0
   613	   30633	64.0
   614	   30682	61.0
   615	   30733	69.0
   616	   30782	63.0
   617	   30832	64.0
   618	   30883	63.0
   619	   30933	62.0
   620	   30984	64.0
   621	   31038	65.0
   622	   31083	62.0
   623	   31133	67.0
   624	   31182	65.0
   625	   31233	67.0
   626	   31283	68.0
   627	   31333	62.0
   628	   31383	68.0
   629	   31433	67.0
   630	   31483	64.0
   631	   31533	64.0
   632	   31583	62.0
   633	   31633	63.0
   634	   31683	68.0
   635	   31732	64.0
   636	   31782	61.0
   637	   31834	62.0
   638	   31883	64.0
   639	   31933	63.0
   640	   31983	62.0
   641	   32033	62.0
   642	   32081	64.0
   643	   32132	59.0
   644	   32182	61.0
   645	   32233	58.0
   646	   32283	59.0
   647	   32332	54.0
   648	   32382	61.0
   649	   32432	59.0
   650	   32482	58.0
   651	   32532	61.0
   652	   32584	57.0
   653	   32633	57.0
   654	   32683	57.0
   655	   32734	56.0
   656	   32782	51.0
   657	   32832	56.0
   658	   32882	55.0
   659	   32932	55.0
   660	   32983	52.0
   661	   33033	55.0
   662	   33083	53.0
