Cycle	Time	Value
   183	    9234	0.0
   184	    9279	0.0
   185	    9326	0.0
   186	    9372	0.0
   187	    9417	0.0
   188	    9465	0.0
   189	    9513	0.0
   190	    9558	0.0
   191	    9605	0.0
   192	    9649	0.0
   193	    9699	0.0
   194	    9750	0.0
   195	    9800	0.0
   196	    9854	0.0
   197	    9897	0.0
   198	    9950	0.0
   199	    9999	0.0
   200	   10049	0.0
   201	   10098	0.0
   202	   10147	0.0
   203	   10197	0.0
   204	   10249	0.0
   205	   10297	0.0
   206	   10349	0.0
   207	   10400	0.0
   208	   10447	0.0
   209	   10498	0.0
   210	   10549	0.0
   211	   10599	0.0
   212	   10649	0.0
   213	   10697	0.0
   214	   10747	0.0
   215	   10799	0.0
   216	   10849	0.0
   217	   10897	0.0
   218	   10947	0.0
   219	   10997	0.0
   220	   11047	0.0
   221	   11099	0.0
   222	   11149	0.0
   223	   11197	0.0
   224	   11247	0.0
   225	   11300	0.0
   226	   11349	0.0
   227	   11398	0.0
   228	   11446	0.0
   229	   11497	0.0
   230	   11547	0.0
   231	   11599	0.0
   232	   11649	0.0
   233	   11696	0.0
   234	   11757	0.0
   235	   11797	1.0
   236	   11847	0.0
   237	   11899	0.0
   238	   11949	1.0
   239	   11997	0.0
   240	   12049	0.0
   241	   12099	0.0
   242	   12147	0.0
   243	   12199	0.0
   244	   12247	0.0
   245	   12297	0.0
   246	   12347	0.0
   247	   12399	0.0
   248	   12447	0.0
   249	   12497	0.0
   250	   12549	0.0
   251	   12598	0.0
   252	   12647	0.0
   253	   12697	0.0
   254	   12747	0.0
   255	   12798	0.0
   256	   12849	0.0
   257	   12899	0.0
   258	   12950	0.0
   259	   12998	0.0
   260	   13048	0.0
   261	   13100	0.0
   262	   13199	0.0
   263	   13216	0.0
