Number	Time	Temperature
   200	    9960	45.8
   201	   10010	45.8
   202	   10060	45.8
   203	   10110	45.8
   204	   10160	45.8
   205	   10211	46.0
   206	   10259	46.1
   207	   10309	46.4
   208	   10360	46.6
   209	   10410	46.8
   210	   10460	47.7
   211	   10509	48.3
   212	   10560	48.7
   213	   10610	49.3
   214	   10660	50.0
   215	   10709	50.7
   216	   10759	51.4
   217	   10809	52.2
   218	   10860	52.9
   219	   10910	53.7
   220	   10960	54.5
   221	   11009	55.2
   222	   11059	56.7
   223	   11109	57.4
   224	   11160	58.1
   225	   11210	58.7
   226	   11259	59.3
   227	   11310	59.7
   228	   11359	60.1
   229	   11409	60.3
   230	   11459	60.6
   231	   11512	60.7
   232	   11559	60.9
   233	   11610	60.9
   234	   11660	60.9
   235	   11709	60.6
   236	   11761	60.5
   237	   11810	60.3
   238	   11865	60.2
   239	   11909	59.9
   240	   11959	59.8
   241	   12010	59.7
   242	   12059	59.4
   243	   12110	59.1
   244	   12159	59.0
   245	   12210	58.9
   246	   12261	58.5
   247	   12310	58.2
   248	   12359	57.9
   249	   12410	57.7
   250	   12460	57.5
   251	   12512	57.3
   252	   12559	57.1
   253	   12610	56.9
   254	   12660	56.7
   255	   12710	56.5
   256	   12760	56.3
   257	   12809	56.0
   258	   12860	55.9
   259	   12909	55.8
   260	   12960	55.4
   261	   13009	55.2
   262	   13059	55.1
   263	   13110	54.8
   264	   13160	54.7
   265	   13210	54.6
   266	   13259	54.5
   267	   13309	54.4
   268	   13360	54.1
   269	   13409	54.1
   270	   13463	54.0
   271	   13509	53.8
   272	   13559	53.4
   273	   13610	53.3
   274	   13660	53.3
   275	   13709	53.2
   276	   13759	53.0
   277	   13809	52.7
   278	   13860	52.7
   279	   13910	52.6
   280	   13959	52.5
   281	   14009	52.3
   282	   14060	52.3
   283	   14110	52.2
   284	   14159	52.1
   285	   14211	51.8
   286	   14259	51.8
   287	   14309	51.6
   288	   14360	51.5
   289	   14410	51.4
   290	   14461	51.4
   291	   14510	51.2
   292	   14560	51.1
   293	   14610	51.1
   294	   14660	50.9
   295	   14710	50.8
   296	   14760	50.8
   297	   14809	50.7
   298	   14860	50.5
   299	   14909	50.4
   300	   14960	50.4
   301	   15009	50.2
   302	   15060	50.1
   303	   15110	50.1
   304	   15160	50.0
   305	   15211	50.0
   306	   15261	49.8
   307	   15309	49.8
   308	   15360	49.7
   309	   15410	49.5
   310	   15459	49.5
   311	   15510	49.4
   312	   15559	49.4
   313	   15610	49.3
   314	   15660	49.1
   315	   15710	49.1
   316	   15760	49.1
   317	   15810	49.0
   318	   15866	49.0
   319	   15910	48.8
   320	   15960	48.8
   321	   16010	48.7
   322	   16060	48.6
   323	   16110	48.6
   324	   16160	48.6
   325	   16210	48.4
   326	   16260	48.4
   327	   16310	48.3
   328	   16360	48.3
   329	   16410	48.3
   330	   16460	48.1
   331	   16510	48.0
   332	   16559	48.0
   333	   16610	48.0
   334	   16660	47.9
   335	   16710	47.9
   336	   16761	47.9
   337	   16809	47.7
   338	   16860	47.7
   339	   16910	47.6
   340	   16960	47.6
   341	   17011	47.6
   342	   17060	47.4
   343	   17110	47.4
   344	   17160	47.4
   345	   17210	47.3
   346	   17261	47.3
   347	   17310	47.1
   348	   17360	47.0
   349	   17410	47.0
   350	   17465	47.0
   351	   17510	47.0
   352	   17560	47.0
   353	   17610	46.8
   354	   17660	46.7
   355	   17710	46.8
   356	   17759	46.7
   357	   17810	46.7
   358	   17859	46.7
   359	   17909	46.6
   360	   17960	46.6
   361	   18010	46.6
   362	   18060	46.4
   363	   18109	46.4
   364	   18160	46.4
   365	   18209	46.3
   366	   18260	46.3
   367	   18310	46.3
   368	   18359	46.3
   369	   18410	46.1
   370	   18460	46.1
   371	   18511	46.1
   372	   18567	46.0
   373	   18612	46.0
   374	   18660	46.0
   375	   18710	46.0
   376	   18760	45.8
   377	   18809	45.8
   378	   18860	45.8
   379	   18910	45.8
   380	   18959	45.8
   381	   19010	45.8
   382	   19061	46.0
   383	   19109	46.1
   384	   19160	46.3
   385	   19210	46.7
   386	   19260	46.8
   387	   19310	47.4
   388	   19360	48.0
   389	   19410	48.6
   390	   19460	49.1
   391	   19510	49.7
   392	   19560	50.4
   393	   19610	51.1
   394	   19660	51.6
   395	   19710	52.5
   396	   19759	53.3
   397	   19810	54.7
   398	   19864	55.5
   399	   19909	56.3
   400	   19959	57.0
   401	   20010	57.7
   402	   20060	58.3
   403	   20110	59.0
   404	   20161	59.4
   405	   20210	59.8
   406	   20259	60.1
   407	   20310	60.5
   408	   20360	60.6
   409	   20410	60.7
   410	   20460	60.7
   411	   20510	60.7
   412	   20560	60.6
   413	   20610	60.5
   414	   20660	60.3
   415	   20710	60.2
   416	   20760	60.1
   417	   20812	59.8
   418	   20860	59.7
   419	   20910	59.5
   420	   20961	59.1
   421	   21010	59.0
   422	   21060	58.6
   423	   21109	58.3
   424	   21160	58.2
   425	   21210	57.9
   426	   21259	57.8
   427	   21311	57.5
   428	   21360	57.3
   429	   21410	57.1
   430	   21463	57.0
   431	   21509	56.7
   432	   21560	56.6
   433	   21610	56.3
   434	   21660	56.0
   435	   21710	55.8
   436	   21761	55.6
   437	   21810	55.5
   438	   21860	55.4
   439	   21910	55.1
   440	   21961	55.0
   441	   22010	54.8
   442	   22060	54.7
   443	   22110	54.5
   444	   22160	54.4
   445	   22215	54.2
   446	   22262	54.1
   447	   22311	53.8
   448	   22363	53.7
   449	   22412	53.6
   450	   22461	53.4
   451	   22512	53.3
   452	   22560	53.2
   453	   22611	53.0
   454	   22660	52.9
   455	   22710	52.7
   456	   22776	52.6
   457	   22813	52.6
   458	   22859	52.3
   459	   22910	52.2
   460	   22960	52.1
   461	   23009	52.1
   462	   23060	51.9
   463	   23110	51.8
   464	   23159	51.6
   465	   23210	51.6
   466	   23260	51.5
   467	   23309	51.4
   468	   23360	51.2
   469	   23410	51.2
   470	   23461	51.1
   471	   23509	50.9
   472	   23565	50.8
   473	   23611	50.7
   474	   23660	50.7
   475	   23709	50.5
   476	   23759	50.5
   477	   23809	50.4
   478	   23863	50.2
   479	   23910	50.2
   480	   23959	50.1
   481	   24010	50.1
   482	   24060	50.0
   483	   24109	49.8
   484	   24160	49.7
   485	   24210	49.7
   486	   24260	49.7
   487	   24310	49.5
   488	   24360	49.4
   489	   24410	49.4
   490	   24460	49.3
   491	   24510	49.3
   492	   24564	49.3
   493	   24610	49.1
   494	   24660	49.1
   495	   24709	49.0
   496	   24759	48.8
   497	   24809	48.8
   498	   24860	48.7
   499	   24909	48.6
   500	   24959	48.6
   501	   25010	48.6
   502	   25059	48.4
   503	   25110	48.4
   504	   25160	48.4
   505	   25211	48.3
   506	   25260	48.3
   507	   25310	48.1
   508	   25360	48.1
   509	   25410	48.0
   510	   25465	48.0
   511	   25510	48.0
   512	   25560	47.9
   513	   25610	47.9
   514	   25660	47.7
   515	   25798	47.7
   516	   25817	47.7
